,time,fixations
2555,86.303166666,"   fixation id           x           y fixation status
0        201.0  819.437143  366.831714          during
1        200.0  788.964417  498.232605         tracked
2        199.0  271.435211  601.705200         tracked
3        198.0  169.055115  554.561584         tracked
4        197.0  349.734985  586.873413         tracked
5        196.0  747.978088  449.711456         tracked
6   195.666667  785.864746  447.299164         tracked
7        195.0  795.676270  439.632324         tracked
8        193.0  800.143555  537.539612         tracked
9        191.0  938.872864  539.155945         tracked
10       188.0  992.759094  440.236298         tracked
11       187.0  785.119751  578.803772         tracked
12       186.0  739.739075  589.614075         tracked
13       185.0  613.207153  613.611511         tracked"
2556,86.3365,"   fixation id           x           y fixation status
0        201.0  823.252143  359.104000          during
1        200.0  789.724548  497.180908         tracked
2        199.0  256.706818  601.309265         tracked
3        198.0  148.189804  552.506592         tracked
4        197.0  337.213287  585.930115         tracked
5        196.0  748.855530  448.296265         tracked
6   195.666667  787.014221  446.190002         tracked
7        195.0  797.217957  438.474365         tracked
8        193.0  800.931335  537.525330         tracked
9        191.0  940.597595  540.337769         tracked
10       188.0  995.923706  440.848175         tracked
11       187.0  784.975586  578.559631         tracked
12       186.0  739.434570  589.020203         tracked
13       185.0  610.823181  613.919006         tracked"
2557,86.369844444,"   fixation id           x           y fixation status
0        201.0  821.103000  364.905286          during
1        200.0  789.357056  499.995209         tracked
2        199.0  240.149307  602.279175         tracked
3        198.0  125.648827  550.673340         tracked
4        197.0  323.219177  586.457153         tracked
5        196.0  748.602417  450.837555         tracked
6   195.666667  787.046875  449.096497         tracked
7        195.0  797.660522  441.414337         tracked
8        193.0  800.235352  541.047241         tracked
9        191.0  941.014099  545.474670         tracked
10       188.0  998.060852  445.216278         tracked
11       187.0  783.435425  582.320129         tracked
12       186.0  737.757141  592.531494         tracked
13       185.0  607.230286  616.911987         tracked"
2558,86.403188888,"   fixation id           x           y fixation status
0        201.0  827.572429  371.686429          during
1        200.0  788.396362  505.447815         tracked
2        199.0  221.471695  603.951904         tracked
3        198.0  100.669647  548.421753         tracked
4        197.0  307.284973  587.961426         tracked
5        196.0  747.737305  455.920868         tracked
6   195.666667  786.440002  454.765076         tracked
7        195.0  797.394165  447.086121         tracked
8        193.0  799.128479  547.023315         tracked
9        191.0  940.864624  553.112183         tracked
10       188.0  999.495667  452.489014         tracked
11       187.0  781.267334  588.830139         tracked
12       186.0  735.508301  598.526306         tracked
13       185.0  603.020813  622.212830         tracked"
2559,86.436533333,"   fixation id            x           y fixation status
0        201.0   828.979000  376.023571          during
1        200.0   787.152222  511.564972         tracked
2        199.0   203.395004  604.274353         tracked
3        198.0    75.037926  544.332397         tracked
4        197.0   291.950928  588.126770         tracked
5        196.0   746.699951  461.457581         tracked
6   195.666667   785.645752  460.747925         tracked
7        195.0   796.916748  453.037872         tracked
8        193.0   797.623291  553.521240         tracked
9        191.0   940.770081  560.506897         tracked
10       188.0  1000.874573  459.223816         tracked
11       187.0   779.107666  594.987915         tracked
12       186.0   733.257629  604.256287         tracked
13       185.0   598.809937  626.801392         tracked"
2560,86.469877777,"   fixation id            x           y fixation status
0        201.0   832.344857  379.093143          during
1        200.0   786.557373  515.287903         tracked
2        199.0   184.499054  602.755371         tracked
3        198.0    49.576801  538.501465         tracked
4        197.0   276.746033  586.550232         tracked
5        196.0   746.115967  464.805206         tracked
6   195.666667   785.249390  464.806061         tracked
7        195.0   796.878601  457.119934         tracked
8        193.0   796.818970  557.902771         tracked
9        191.0   941.166504  565.943970         tracked
10       188.0  1002.787537  464.485718         tracked
11       187.0   777.501526  599.215393         tracked
12       186.0   731.488220  608.218140         tracked
13       185.0   595.233398  629.557556         tracked"
2561,86.503222222,"   fixation id            x           y fixation status
0        201.0   831.355429  390.299429             end
1        200.0   786.334595  515.814331         tracked
2        199.0   164.948456  598.344421         tracked
3        198.0    23.215054  530.084839         tracked
4        197.0   261.020691  582.208008         tracked
5        196.0   746.042358  465.007202         tracked
6   195.666667   785.389343  465.374481         tracked
7        195.0   797.301147  457.745667         tracked
8        193.0   796.243713  558.627563         tracked
9        191.0   942.200256  567.818176         tracked
10       188.0  1005.842834  468.154572         tracked
11       187.0   776.364807  599.855225         tracked
12       186.0   730.244019  608.513306         tracked
13       185.0   592.193604  629.193542         tracked"
2562,86.536555555,"   fixation id            x           y fixation status
0       201.25   836.012000  390.858000             end
1        201.0   831.684021  386.048676         tracked
2        200.0   785.751587  511.593567         tracked
3        199.0   144.770996  593.714172         tracked
4        198.0    -4.808617  520.519165         tracked
5        197.0   245.373657  576.082092         tracked
6        196.0   745.471191  460.610626         tracked
7   195.666667   785.066467  461.526733         tracked
8        195.0   797.308411  453.952179         tracked
9        193.0   795.464600  554.305542         tracked
10       191.0   942.807800  564.954651         tracked
11       188.0  1008.334717  466.180328         tracked
12       187.0   774.931458  595.895142         tracked
13       186.0   728.683350  604.357727         tracked
14       185.0   588.679016  625.374451         tracked"
2563,86.5699,"   fixation id            x           y fixation status
0        202.0   833.802714  402.486429           start
1       201.25   833.670471  383.411530         tracked
2        201.0   829.256958  378.555817         tracked
3        200.0   782.807312  504.473724         tracked
4        199.0   121.420914  594.351013         tracked
6        197.0   227.057098  572.983398         tracked
7        196.0   742.481934  453.407562         tracked
8   195.666667   782.236389  454.182648         tracked
9        195.0   794.744751  446.706573         tracked
10       193.0   792.633911  547.737183         tracked
11       191.0   941.282349  559.063171         tracked
12       188.0  1008.383911  460.148956         tracked
13       187.0   771.638794  589.355408         tracked
14       186.0   725.187866  597.688599         tracked
15       185.0   583.416077  621.440491         tracked"
2564,86.603244444,"   fixation id            x           y fixation status
0        202.0   821.283429  390.124143          during
1       201.25   828.109253  377.762146         tracked
2        201.0   823.712646  372.921875         tracked
3        200.0   777.166870  500.135101         tracked
4        199.0    93.722107  604.235474         tracked
5        197.0   205.374893  578.173767         tracked
6        196.0   736.383789  448.351013         tracked
7   195.666667   776.391785  448.956635         tracked
8        195.0   789.037781  441.288300         tracked
9        193.0   787.252991  543.544556         tracked
10       191.0   937.455139  554.880188         tracked
11       188.0  1005.822998  455.264099         tracked
12       187.0   766.128296  584.839844         tracked
13       186.0   719.382385  593.501099         tracked
14       185.0   576.015320  621.466858         tracked"
2565,86.636588888,"   fixation id            x           y fixation status
0        202.0   815.066286  383.668143          during
1       201.25   821.162659  376.762939         tracked
2        201.0   816.861572  372.061127         tracked
3        200.0   770.404968  499.931366         tracked
4        199.0    65.318115  619.917175         tracked
5        197.0   182.099884  589.838562         tracked
6        196.0   729.122253  448.155426         tracked
7   195.666667   769.447632  448.233398         tracked
8        195.0   782.088867  440.458130         tracked
9        193.0   780.626160  544.188354         tracked
10       191.0   932.561951  555.125854         tracked
11       188.0  1001.828430  455.183105         tracked
12       187.0   759.732910  585.548096         tracked
13       186.0   712.767517  594.423035         tracked
14       185.0   567.433655  626.870483         tracked"
2566,86.669933333,"   fixation id           x           y fixation status
0        202.0  808.318286  381.138000          during
1       201.25  815.724487  379.934875         tracked
2        201.0  811.440125  375.141571         tracked
3        200.0  764.570923  503.523560         tracked
4        199.0   35.419128  638.488708         tracked
5        197.0  158.192703  604.489136         tracked
6        196.0  723.106506  451.661987         tracked
7   195.666667  763.775513  451.565186         tracked
8        195.0  776.523804  443.768097         tracked
9        193.0  774.841309  548.260864         tracked
10       191.0  928.703186  560.155334         tracked
11       188.0  999.108154  458.972260         tracked
12       187.0  754.394348  589.635376         tracked
13       186.0  707.238220  598.704895         tracked
14       185.0  560.040833  634.706360         tracked"
2567,86.703277777,"   fixation id           x           y fixation status
0        202.0  811.823667  375.265167          during
1       201.25  812.164246  381.768311         tracked
2        201.0  807.877808  377.047272         tracked
3        200.0  760.911499  505.588074         tracked
4        199.0    5.982182  657.066772         tracked
5        197.0  134.778793  618.667725         tracked
6        196.0  719.196045  453.709137         tracked
7   195.666667  760.143311  453.374695         tracked
8        195.0  772.974976  445.583527         tracked
9        193.0  771.005371  550.345703         tracked
10       191.0  926.787842  563.267151         tracked
11       188.0  998.269104  461.845306         tracked
12       187.0  750.824402  591.768921         tracked
13       186.0  703.539612  600.992981         tracked
14       185.0  554.277344  640.972351         tracked"
2568,86.736611111,"   fixation id           x           y fixation status
0        202.0  810.626857  383.443714          during
1       201.25  810.347778  381.059845         tracked
2        201.0  806.043823  376.321350         tracked
3        200.0  759.029358  505.492554         tracked
4        199.0  -34.732201  682.005432         tracked
5        197.0  113.556969  631.822632         tracked
6        196.0  716.905945  453.269440         tracked
7   195.666667  758.098022  452.871948         tracked
8        195.0  771.152649  445.028259         tracked
9        193.0  769.180481  550.180420         tracked
10       191.0  926.772339  563.711487         tracked
11       188.0  999.118408  462.012634         tracked
12       187.0  749.303711  591.605713         tracked
13       186.0  701.864258  601.100159         tracked
14       185.0  550.540283  645.226990         tracked"
2569,86.769955555,"   fixation id            x           y fixation status
0        202.0   817.066429  390.379714          during
1       201.25   809.766541  378.951294         tracked
2        201.0   805.422180  374.137543         tracked
3        200.0   758.668945  503.850067         tracked
5        197.0    92.046066  645.202332         tracked
6        196.0   715.957825  451.947937         tracked
7   195.666667   757.363647  450.987640         tracked
8        195.0   770.635498  443.104248         tracked
9        193.0   769.031006  549.180420         tracked
10       191.0   928.341309  562.507202         tracked
11       188.0  1001.470642  459.753632         tracked
12       187.0   749.414978  590.492310         tracked
13       186.0   701.746155  600.557434         tracked
14       185.0   548.294922  648.754944         tracked"
2570,86.8033,"   fixation id            x           y fixation status
0        202.0   812.504500  375.215667          during
1       201.25   809.773071  376.580597         tracked
2        201.0   805.420837  371.717407         tracked
3        200.0   758.859314  501.960449         tracked
4        197.0    70.307137  656.283752         tracked
5        196.0   715.631104  450.194275         tracked
6   195.666667   757.204163  448.833679         tracked
7        195.0   770.701294  440.936676         tracked
8        193.0   769.386169  547.709534         tracked
9        191.0   930.389343  560.696777         tracked
10       188.0  1004.290894  456.402771         tracked
11       187.0   749.963318  589.082092         tracked
12       186.0   701.995728  599.457703         tracked
13       185.0   546.451538  651.648071         tracked"
2571,86.836644444,"   fixation id            x           y fixation status
0        202.0   807.547857  376.196857          during
1       201.25   809.860901  374.671631         tracked
2        201.0   805.550293  369.765625         tracked
3        200.0   758.868408  499.956177         tracked
4        197.0    47.547951  663.838928         tracked
5        196.0   715.253784  448.397308         tracked
6   195.666667   757.052856  447.121185         tracked
7        195.0   770.744324  439.208435         tracked
8        193.0   769.414551  546.931641         tracked
9        191.0   932.200989  559.756348         tracked
10       188.0  1007.174316  454.038116         tracked
11       187.0   750.064697  588.345947         tracked
12       186.0   701.872559  599.013000         tracked
13       185.0   543.789429  653.913635         tracked"
2572,86.869988888,"   fixation id            x           y fixation status
0        202.0   812.687714  370.984143          during
1       201.25   810.180176  375.742523         tracked
2        201.0   805.872986  370.744598         tracked
3        200.0   758.763855  500.956635         tracked
4        197.0    19.553856  669.598083         tracked
5        196.0   715.007080  449.648376         tracked
6   195.666667   757.009827  448.333038         tracked
7        195.0   770.873230  440.439941         tracked
8        193.0   769.368835  549.207031         tracked
9        191.0   933.655090  561.952026         tracked
10       188.0  1010.005859  455.419434         tracked
11       187.0   749.678833  590.766846         tracked
12       186.0   701.224854  601.418091         tracked
13       185.0   540.296875  657.840881         tracked"
2573,86.903322222,"   fixation id            x           y fixation status
0        202.0   822.612000  382.943667          during
1       201.25   810.835510  379.093109         tracked
2        201.0   806.483887  373.949371         tracked
3        200.0   758.887024  504.301758         tracked
4        197.0    -8.157619  672.256470         tracked
5        196.0   714.949768  452.785614         tracked
6   195.666667   757.137512  451.823181         tracked
7        195.0   771.325623  444.006134         tracked
8        193.0   769.340759  553.753296         tracked
9        191.0   935.113708  566.560669         tracked
10       188.0  1012.996887  459.207001         tracked
11       187.0   749.086609  595.370361         tracked
12       186.0   700.447388  605.764648         tracked
13       185.0   536.435730  662.511902         tracked"
2574,86.936666666,"   fixation id            x           y fixation status
0        202.0   817.521286  390.130857          during
1       201.25   812.088135  383.261688         tracked
2        201.0   807.805664  377.972870         tracked
3        200.0   759.323547  508.517639         tracked
5        196.0   715.319885  456.957550         tracked
6   195.666667   757.722107  456.168976         tracked
7        195.0   772.226685  448.407288         tracked
8        193.0   769.790894  558.733948         tracked
9        191.0   937.004028  572.029541         tracked
10       188.0  1016.492798  463.988892         tracked
11       187.0   748.990601  600.422546         tracked
12       186.0   700.108337  610.712341         tracked
13       185.0   532.571777  667.281372         tracked"
2575,86.970011111,"   fixation id            x           y fixation status
0        202.0   820.538000  392.274714          during
1       201.25   813.959778  387.656982         tracked
2        201.0   809.665161  382.244446         tracked
3        200.0   760.694519  512.505310         tracked
4        196.0   716.461792  460.940552         tracked
5   195.666667   759.122437  460.622314         tracked
6        195.0   773.907715  452.960388         tracked
7        193.0   771.148376  563.622131         tracked
8        191.0   939.592102  577.191162         tracked
9        188.0  1020.579773  469.051605         tracked
10       187.0   749.530640  605.418945         tracked
11       186.0   700.418579  615.586182         tracked
12       185.0   529.588440  671.471008         tracked"
2576,87.003355555,"   fixation id            x           y fixation status
0        202.0   824.712200  393.481400          during
1       201.25   817.392090  390.214752         tracked
2        201.0   813.081665  384.820404         tracked
3        200.0   763.598389  515.040466         tracked
4        196.0   719.078552  463.317352         tracked
5   195.666667   761.972290  463.313202         tracked
6        195.0   777.109985  455.689545         tracked
7        193.0   774.146973  566.613281         tracked
8        191.0   943.796631  580.256104         tracked
9        188.0  1026.126221  472.645447         tracked
10       187.0   751.999695  608.365540         tracked
11       186.0   702.510681  618.562378         tracked
12       185.0   527.790405  674.228943         tracked"
2577,87.0367,"   fixation id            x           y fixation status
0        202.0   822.841286  387.209000             end
1       201.25   822.133362  389.055084         tracked
2        201.0   817.915588  383.530487         tracked
3        200.0   768.021851  513.249512         tracked
4        196.0   723.104675  461.697601         tracked
5   195.666667   766.243347  462.344391         tracked
6        195.0   781.709412  454.758057         tracked
7        193.0   778.640808  565.840637         tracked
8        191.0   949.215210  579.854736         tracked
9        188.0  1033.000977  472.265900         tracked
10       187.0   755.627441  607.745056         tracked
11       186.0   705.806335  617.695251         tracked
12       185.0   526.858154  673.612671         tracked"
2578,87.070044444,"    fixation id            x           y fixation status
1    202.000000   828.367920  382.625580         tracked
2    201.250000   827.682434  384.506226         tracked
3    201.000000   823.538635  378.854248         tracked
4    200.000000   772.936584  508.553070         tracked
5    196.000000   727.656128  457.044220         tracked
6    195.666667   771.132568  458.097076         tracked
7    195.000000   786.854736  450.566437         tracked
8    193.000000   783.570557  561.959167         tracked
9    191.000000   955.234070  576.321960         tracked
10   188.000000  1040.566895  468.085907         tracked
11   187.000000   759.818542  604.013672         tracked
12   186.000000   709.565247  613.849304         tracked
13   185.000000   526.094788  670.694092         tracked"
2579,87.103377777,"    fixation id            x           y fixation status
1    202.000000   834.141113  376.983551         tracked
2    201.250000   833.427856  378.899872         tracked
3    201.000000   829.262939  373.196564         tracked
4    200.000000   778.113159  503.396790         tracked
5    196.000000   732.406860  451.643707         tracked
6    195.666667   776.302979  452.769440         tracked
7    195.000000   792.365967  445.157074         tracked
8    193.000000   788.601440  557.246033         tracked
9    191.000000   961.571716  572.493225         tracked
10   188.000000  1048.268555  463.648346         tracked
11   187.000000   764.647888  599.382080         tracked
12   186.000000   713.918945  609.437927         tracked
13   185.000000   525.536926  668.646179         tracked"
2580,87.136722222,"   fixation id            x           y fixation status
0        203.0   795.341286  422.777857           start
1        202.0   839.591980  374.447723         tracked
2       201.25   838.911987  376.382385         tracked
3        201.0   834.585144  370.640228         tracked
4        200.0   783.334961  501.941132         tracked
5        196.0   737.112366  449.683197         tracked
6   195.666667   781.341675  450.630951         tracked
7        195.0   797.778503  442.990784         tracked
8        193.0   793.889282  556.575012         tracked
9        191.0   967.794006  572.406860         tracked
10       188.0  1055.863770  461.974182         tracked
11       187.0   769.456238  598.657227         tracked
12       186.0   718.234619  608.931335         tracked
13       185.0   524.738953  672.602173         tracked"
2581,87.170066666,"   fixation id            x           y fixation status
0        203.0   793.086857  420.994143          during
1        202.0   842.898193  378.387970         tracked
2       201.25   842.258301  380.396149         tracked
3        201.0   837.867676  374.573334         tracked
4        200.0   786.700317  507.200134         tracked
5        196.0   739.849792  454.631195         tracked
6   195.666667   784.553467  455.237915         tracked
7        195.0   801.202148  447.520294         tracked
8        193.0   797.111816  561.925354         tracked
9        191.0   972.636230  578.173035         tracked
10       188.0  1061.706299  465.987061         tracked
11       187.0   772.970947  604.846863         tracked
12       186.0   721.303345  615.830566         tracked
13       185.0   522.998596  686.050110         tracked"
2582,87.203411111,"   fixation id            x           y fixation status
0        203.0   792.488667  428.534500             end
1        202.0   843.973206  383.570068         tracked
2       201.25   843.323120  385.550201         tracked
3        201.0   838.911865  379.761169         tracked
4        200.0   788.116028  513.156189         tracked
5        196.0   740.597229  460.157043         tracked
6   195.666667   785.629700  460.585541         tracked
7        195.0   802.398621  452.592163         tracked
8        193.0   798.779236  568.359375         tracked
9        191.0   976.145203  583.418640         tracked
10       188.0  1065.796387  470.178589         tracked
11       187.0   775.334045  610.471802         tracked
12       186.0   723.164307  622.458435         tracked
13       185.0   520.444824  701.219849         tracked"
2583,87.236755555,"    fixation id            x           y fixation status
1    203.000000   792.932007  428.955475         tracked
2    202.000000   844.315979  383.887085         tracked
3    201.250000   843.707947  385.870392         tracked
4    201.000000   839.195251  380.067444         tracked
5    200.000000   789.084045  514.115417         tracked
6    196.000000   740.839355  461.295746         tracked
7    195.666667   786.208984  461.294281         tracked
8    195.000000   803.055725  453.097748         tracked
9    193.000000   799.919739  569.105042         tracked
10   191.000000   979.201477  584.098877         tracked
11   188.000000  1069.752930  469.503784         tracked
12   187.000000   777.082520  611.365112         tracked
13   186.000000   724.578369  624.105896         tracked
14   185.000000   517.622314  710.428711         tracked"
2584,87.270088888,"   fixation id            x           y fixation status
0        204.0   594.892143  490.098714           start
1        203.0   794.008545  426.696991         tracked
2        202.0   845.427368  381.415192         tracked
3       201.25   844.815002  383.404327         tracked
4        201.0   840.276611  377.617676         tracked
5        200.0   790.218262  512.450195         tracked
6        196.0   741.305542  459.465302         tracked
7   195.666667   787.213318  459.229095         tracked
8        195.0   804.155762  450.852539         tracked
9        193.0   801.618835  567.727173         tracked
10       191.0   982.041382  583.289795         tracked
11       188.0  1074.226440  467.176422         tracked
12       187.0   778.323181  609.945312         tracked
13       186.0   725.478149  623.198608         tracked
14       185.0   514.235962  715.577271         tracked"
2585,87.303433333,"   fixation id            x           y fixation status
0        204.0   585.856167  481.892500          during
1        203.0   795.041443  425.221344         tracked
2        202.0   846.440613  379.804382         tracked
3       201.25   845.840088  381.804657         tracked
4        201.0   841.304871  375.975586         tracked
5        200.0   790.806030  511.400909         tracked
6        196.0   741.613953  458.242218         tracked
7   195.666667   787.948059  457.911865         tracked
8        195.0   805.088257  449.423584         tracked
9        193.0   801.811279  567.052917         tracked
10       191.0   984.163391  584.002686         tracked
11       188.0  1078.570068  466.896149         tracked
12       187.0   778.613525  609.335266         tracked
13       186.0   725.413269  622.926086         tracked
14       185.0   509.271362  720.379883         tracked"
2586,87.336777777,"   fixation id            x           y fixation status
0        204.0   588.596714  479.282714          during
1        203.0   795.512817  424.759674         tracked
2        202.0   847.040161  379.111542         tracked
3       201.25   846.409485  381.113129         tracked
4        201.0   841.951965  375.282074         tracked
5        200.0   790.656860  511.038574         tracked
6        196.0   741.214417  457.595215         tracked
7   195.666667   787.919495  457.426910         tracked
8        195.0   805.355957  448.957001         tracked
9        193.0   801.684692  567.271606         tracked
10       191.0   985.401978  585.462524         tracked
11       188.0  1082.603760  468.160889         tracked
12       187.0   777.797791  609.505554         tracked
13       186.0   724.298645  622.903015         tracked
14       185.0   502.969879  723.720093         tracked"
2587,87.370122222,"   fixation id            x           y fixation status
0        204.0   564.367429  479.171143          during
1        203.0   795.729431  423.977295         tracked
2        202.0   847.440369  378.072479         tracked
3       201.25   846.814026  380.094330         tracked
4        201.0   842.424377  374.227325         tracked
5        200.0   789.858643  510.388580         tracked
6        196.0   740.380798  456.685791         tracked
7   195.666667   787.305664  456.691956         tracked
8        195.0   805.246948  448.190521         tracked
9        193.0   800.666382  567.084595         tracked
10       191.0   986.069824  586.944397         tracked
11       188.0  1086.579224  469.659790         tracked
12       187.0   776.134033  609.373657         tracked
13       186.0   722.402954  622.445740         tracked
14       185.0   495.448273  725.633362         tracked"
2588,87.403466666,"   fixation id            x           y fixation status
0        204.0   557.841500  469.662833          during
1        203.0   795.371216  423.813019         tracked
2        202.0   847.318176  377.610992         tracked
3       201.25   846.683960  379.642181         tracked
4        201.0   842.360413  373.766083         tracked
5        200.0   788.777466  510.282013         tracked
6        196.0   739.170349  456.267670         tracked
7   195.666667   786.412598  456.478088         tracked
8        195.0   804.721252  448.047516         tracked
9        193.0   799.366272  567.795654         tracked
10       191.0   986.352539  588.735901         tracked
11       188.0  1090.458252  471.698517         tracked
12       187.0   773.945801  610.108154         tracked
13       186.0   720.029846  622.600708         tracked
14       185.0   485.787445  727.796021         tracked"
2589,87.436811111,"   fixation id            x           y fixation status
0        204.0   562.330714  468.775857          during
1        203.0   794.511047  424.452240         tracked
2        202.0   846.725769  377.682800         tracked
3       201.25   846.033020  379.734314         tracked
4        201.0   841.844604  373.827576         tracked
5        200.0   787.002563  510.972900         tracked
6        196.0   737.459167  456.689911         tracked
7   195.666667   784.892395  457.186646         tracked
8        195.0   803.558960  448.777191         tracked
9        193.0   797.600464  569.085693         tracked
10       191.0   986.377563  591.005371         tracked
11       188.0  1094.212646  473.391113         tracked
12       187.0   771.468628  611.330994         tracked
13       186.0   717.383484  623.534546         tracked
14       185.0   475.784119  730.574219         tracked"
2590,87.470144444,"   fixation id            x           y fixation status
0        204.0   607.926143  473.059143             end
1        203.0   793.475342  424.566895         tracked
2        202.0   845.993225  377.285248         tracked
3       201.25   845.267700  379.337463         tracked
4        201.0   841.226562  373.411133         tracked
5        200.0   785.175476  511.044189         tracked
6        196.0   735.565430  456.523224         tracked
7   195.666667   783.249573  457.260132         tracked
8        195.0   802.271484  448.916534         tracked
9        193.0   795.436951  569.812622         tracked
10       191.0   986.407776  592.258240         tracked
11       188.0  1098.094727  472.820801         tracked
12       187.0   768.948853  612.084412         tracked
13       186.0   714.647034  623.925537         tracked
14       185.0   465.801727  732.089844         tracked"
2591,87.503488888,"   fixation id            x           y fixation status
0        205.0   791.804333  467.710000           start
1        204.0   604.013855  469.437805         tracked
2        203.0   792.483276  423.742645         tracked
3        202.0   845.382874  376.010712         tracked
4       201.25   844.635315  378.066650         tracked
5        201.0   840.739990  372.110565         tracked
6        200.0   783.451355  510.355438         tracked
7        196.0   733.843445  455.525787         tracked
8   195.666667   781.737122  456.377045         tracked
9        195.0   801.074524  448.096619         tracked
10       193.0   793.559814  569.439636         tracked
11       191.0   986.681458  592.666748         tracked
12       188.0  1102.211792  471.576660         tracked
13       187.0   766.317566  611.749023         tracked
14       186.0   711.886292  623.166199         tracked
15       185.0   455.246613  732.849731         tracked"
2592,87.536833333,"   fixation id            x           y fixation status
0        205.0   821.765429  462.654857          during
1        204.0   599.303772  463.940002         tracked
2        203.0   790.972168  420.712952         tracked
3        202.0   844.135803  372.397400         tracked
4       201.25   843.339172  374.463745         tracked
5        201.0   839.580750  368.482117         tracked
6        200.0   781.120850  507.198669         tracked
7        196.0   731.476501  452.148590         tracked
8   195.666667   779.653870  453.144531         tracked
9        195.0   799.351807  445.094940         tracked
10       193.0   790.982178  566.680847         tracked
11       191.0   986.338806  590.890808         tracked
12       188.0  1105.453247  468.355377         tracked
13       187.0   763.184692  609.188904         tracked
14       186.0   708.551392  620.271362         tracked
15       185.0   444.298218  732.481934         tracked"
2593,87.570177777,"   fixation id            x           y fixation status
0        205.0   809.052000  450.117714          during
1        204.0   592.024231  456.394196         tracked
2        203.0   786.707947  413.864716         tracked
3        202.0   840.073486  364.856964         tracked
4       201.25   839.246643  366.939545         tracked
5        201.0   835.729248  360.922089         tracked
6        200.0   776.556519  500.718048         tracked
7        196.0   726.637695  445.461243         tracked
8   195.666667   774.977295  446.401794         tracked
9        195.0   795.157715  438.538635         tracked
10       193.0   786.518860  559.832214         tracked
11       191.0   984.392334  584.339172         tracked
12       188.0  1105.854248  460.355133         tracked
13       187.0   758.712708  603.080505         tracked
14       186.0   703.788635  614.291687         tracked
15       185.0   432.609894  732.108704         tracked"
2594,87.603522222,"   fixation id            x           y fixation status
0        205.0   799.314167  445.367833          during
1        204.0   581.995178  449.420013         tracked
2        203.0   778.720398  404.763184         tracked
3        202.0   832.082336  355.236267         tracked
4       201.25   831.299316  357.339264         tracked
5        201.0   827.825623  351.240082         tracked
6        200.0   769.234802  492.467194         tracked
7        196.0   718.456055  437.098602         tracked
8   195.666667   767.079956  437.855927         tracked
9        195.0   787.523010  429.491333         tracked
10       193.0   779.823547  552.678223         tracked
11       191.0   980.323120  575.668701         tracked
12       188.0  1103.099487  450.102356         tracked
13       187.0   752.109680  595.396179         tracked
14       186.0   696.821716  607.719910         tracked
15       185.0   419.276276  736.559021         tracked"
2595,87.636866666,"   fixation id            x           y fixation status
0        205.0   795.810286  448.283143          during
1        204.0   570.414124  447.298798         tracked
2        203.0   769.733276  398.784393         tracked
3        202.0   823.005798  348.783142         tracked
4       201.25   822.255737  350.890930         tracked
5        201.0   818.704285  344.787750         tracked
6        200.0   760.758545  487.844482         tracked
7        196.0   709.121338  432.210083         tracked
8   195.666667   758.339661  433.024719         tracked
9        195.0   778.689270  423.355072         tracked
10       193.0   771.611206  548.859741         tracked
11       191.0   975.663208  569.849731         tracked
12       188.0  1099.181641  442.270386         tracked
13       187.0   745.094666  591.075134         tracked
14       186.0   689.669373  604.771118         tracked
15       185.0   406.242371  746.616394         tracked"
2596,87.6702,"   fixation id            x           y fixation status
0        205.0   789.111000  451.220000          during
1        204.0   559.917480  448.452637         tracked
2        203.0   762.000732  396.353790         tracked
3        202.0   815.443176  346.006775         tracked
4       201.25   814.682312  348.118622         tracked
5        201.0   811.059082  341.977722         tracked
6        200.0   753.693298  486.783783         tracked
7        196.0   701.401306  430.742157         tracked
8   195.666667   751.054199  431.403137         tracked
9        195.0   770.949463  420.884552         tracked
10       193.0   764.858276  548.307556         tracked
11       191.0   972.187439  568.781860         tracked
12       188.0  1096.951294  439.372864         tracked
13       187.0   739.130493  590.589661         tracked
14       186.0   683.716431  605.017395         tracked
15       185.0   393.384399  758.913757         tracked"
2597,87.703544444,"   fixation id            x           y fixation status
0        205.0   790.043167  443.536000          during
1        204.0   553.038086  449.113983         tracked
2        203.0   758.324707  395.053802         tracked
3        202.0   811.739563  344.349762         tracked
4       201.25   810.955750  346.476715         tracked
5        201.0   807.343445  340.360504         tracked
6        200.0   749.858643  485.870148         tracked
7        196.0   697.307861  429.868439         tracked
8   195.666667   747.428955  430.354004         tracked
9        195.0   767.100647  419.594727         tracked
10       193.0   761.168579  547.464722         tracked
11       191.0   971.357300  569.346252         tracked
12       188.0  1097.897705  438.784393         tracked
13       187.0   735.523682  589.691467         tracked
14       186.0   680.164551  604.723999         tracked
15       185.0   381.775482  769.653870         tracked"
2598,87.736888888,"   fixation id            x           y fixation status
0        205.0   789.306286  443.441857          during
1        204.0   548.010132  446.577087         tracked
2        203.0   757.176331  390.148773         tracked
3        202.0   810.672485  339.441803         tracked
4       201.25   809.894165  341.568390         tracked
5        201.0   806.250122  335.449982         tracked
6        200.0   748.318054  481.391907         tracked
7        196.0   695.377197  425.365082         tracked
8   195.666667   746.085876  425.945953         tracked
9        195.0   766.019470  414.815765         tracked
10       193.0   759.739563  543.135254         tracked
11       191.0   972.745056  566.929688         tracked
12       188.0  1101.380493  435.267487         tracked
13       187.0   734.284851  585.669861         tracked
14       186.0   678.698486  600.866821         tracked
15       185.0   372.435852  776.789246         tracked"
