,time,fixations
754,26.253422222,"   fixation id            x           y fixation status
0         54.0   808.917000  774.002714          during
1         53.0   814.170837  708.029907         tracked
2         52.0   816.372437  397.202332         tracked
3         49.0   708.947083  749.127625         tracked
4         45.0   829.627747  373.951935         tracked
5         43.0   824.265015  373.844147         tracked
6         42.0   733.546753  542.553833         tracked
7         41.0   847.836853  339.053986         tracked
8        40.75   832.040955  346.047607         tracked
9         40.0   851.305237  328.593719         tracked
10        39.8   856.426697  341.655273         tracked
11        39.0   843.677734  334.662811         tracked
12        34.0  1106.710449  779.781677         tracked"
755,26.286755555,"   fixation id            x           y fixation status
0         54.0   808.146667  753.696333          during
1         53.0   810.822632  697.316528         tracked
2         52.0   813.496948  385.045013         tracked
3         49.0   705.026001  738.620544         tracked
4         45.0   826.235291  360.738647         tracked
5         43.0   820.900635  360.635132         tracked
6         42.0   729.185730  531.670898         tracked
7         41.0   844.515015  325.671570         tracked
8        40.75   828.697632  332.777832         tracked
9         40.0   848.094849  315.264587         tracked
10        39.8   853.081665  328.323700         tracked
11        39.0   840.357544  321.290924         tracked
12        34.0  1108.285767  771.112915         tracked"
756,26.3201,"   fixation id            x           y fixation status
0         54.0   776.994571  730.379714             end
1         53.0   807.730896  684.382874         tracked
2         52.0   808.820251  368.793182         tracked
3         49.0   700.957336  726.501587         tracked
4         45.0   821.506897  344.262909         tracked
5         43.0   816.154785  344.161011         tracked
6         42.0   723.611450  519.048279         tracked
7         41.0   839.798218  309.051727         tracked
8        40.75   823.960205  316.241333         tracked
9         40.0   843.418213  298.651794         tracked
10        39.8   848.347839  311.769623         tracked
11        39.0   835.647705  304.716705         tracked
12        34.0  1110.042236  759.688904         tracked"
757,26.353444444,"   fixation id            x           y fixation status
0         55.0   695.123429  688.396714           start
2         53.0   805.179749  675.963318         tracked
3         52.0   804.253296  354.411133         tracked
4         49.0   698.070923  718.809509         tracked
5         45.0   817.420898  330.971008         tracked
6         43.0   812.084473  330.900085         tracked
7         42.0   718.840210  508.683044         tracked
8         41.0   835.764771  295.758270         tracked
9        40.75   819.907654  302.962677         tracked
10        40.0   839.393005  285.271240         tracked
11        39.8   844.303467  298.450439         tracked
12        39.0   831.599487  291.473083         tracked
13        34.0  1112.916138  752.772705         tracked"
758,26.386788888,"   fixation id            x           y fixation status
0         55.0   689.579333  690.860167          during
1         53.0   803.878296  673.984680         tracked
2         52.0   801.979126  346.241150         tracked
3         49.0   695.874939  717.285767         tracked
4         45.0   815.276428  324.405579         tracked
5         43.0   809.952942  324.335449         tracked
6         42.0   715.647156  506.476624         tracked
7         41.0   833.631409  289.090515         tracked
8        40.75   817.747620  296.313843         tracked
9         40.0   837.280884  278.477478         tracked
10        39.8   842.172241  291.804993         tracked
11        39.0   829.449097  284.816711         tracked
12        34.0  1117.274780  752.524170         tracked"
759,26.420133333,"   fixation id            x           y fixation status
0         55.0   689.679714  687.222857          during
1         53.0   803.110901  676.053345         tracked
2         52.0   801.150696  343.646210         tracked
3         49.0   693.779419  719.655334         tracked
4         45.0   814.448303  321.885681         tracked
5         43.0   809.114685  321.820801         tracked
6         42.0   713.280457  506.311462         tracked
7         41.0   832.819275  286.446533         tracked
8        40.75   816.889282  293.747284         tracked
9         40.0   836.485596  275.786560         tracked
10        39.8   841.353455  289.153046         tracked
11        39.0   828.645630  282.147156         tracked
12        34.0  1122.080811  755.423889         tracked"
760,26.453466666,"   fixation id            x           y fixation status
0         55.0   689.085429  691.542571          during
1         53.0   801.922607  679.168274         tracked
2         52.0   800.209045  342.462128         tracked
3         49.0   691.529053  722.686707         tracked
4         45.0   813.538025  320.579285         tracked
5         43.0   808.196472  320.504456         tracked
6         42.0   710.891785  507.489288         tracked
7         41.0   831.934021  285.018250         tracked
8        40.75   815.960999  292.367096         tracked
9         40.0   835.650757  274.280212         tracked
10        39.8   840.464539  287.768311         tracked
11        39.0   827.768188  280.723816         tracked
12        34.0  1126.656128  759.114563         tracked"
761,26.486811111,"   fixation id            x           y fixation status
0         55.0   688.289167  694.295167          during
1         53.0   800.902893  682.688782         tracked
2         52.0   799.069641  341.850616         tracked
3         49.0   688.824890  726.200623         tracked
4         45.0   812.396118  319.900330         tracked
5         43.0   807.075867  319.839020         tracked
6         42.0   708.430359  510.486664         tracked
7         41.0   830.824768  284.194763         tracked
8        40.75   814.838989  291.671082         tracked
9         40.0   834.561523  273.397400         tracked
10        39.8   839.329041  286.985016         tracked
11        39.0   826.657715  279.889771         tracked
12        34.0  1130.868042  763.970947         tracked"
762,26.520155555,"   fixation id            x           y fixation status
0         55.0   688.862000  679.227000             end
1         53.0   799.537415  684.995300         tracked
2         52.0   798.852844  340.904053         tracked
3         49.0   686.386536  728.346252         tracked
4         45.0   812.092529  318.768402         tracked
5         43.0   806.784485  318.703430         tracked
6         42.0   706.227112  511.951050         tracked
7         41.0   830.523193  282.955688         tracked
8        40.75   814.530823  290.477417         tracked
9         40.0   834.246765  272.068542         tracked
10        39.8   839.022461  285.781250         tracked
11        39.0   826.347900  278.612518         tracked
12        34.0  1135.485107  769.192200         tracked"
763,26.5535,"    fixation id            x           y fixation status
1         55.00   688.222656  678.332825         tracked
2         53.00   800.007751  684.333923         tracked
3         52.00   800.521667  337.357727         tracked
4         49.00   685.698853  727.444946         tracked
5         45.00   813.988464  314.876984         tracked
6         43.00   808.671082  314.813660         tracked
7         42.00   706.257996  509.802307         tracked
8         41.00   832.437439  279.015381         tracked
9         40.75   816.405762  286.582703         tracked
10        40.00   836.197021  268.097534         tracked
11        39.80   840.931335  281.856384         tracked
12        39.00   828.295715  274.649384         tracked
13        34.00  1141.523682  773.173218         tracked"
764,26.586844444,"   fixation id            x           y fixation status
0         56.0   811.709000  390.909333           start
1         55.0   691.337158  678.133911         tracked
2         53.0   804.834473  684.793091         tracked
3         52.0   806.849976  333.039032         tracked
4         49.0   688.644714  727.249146         tracked
5         45.0   820.309998  310.646454         tracked
6         43.0   814.992493  310.580078         tracked
7         42.0   710.641357  507.568085         tracked
8         41.0   838.727844  274.725830         tracked
9        40.75   822.738220  282.316284         tracked
10        40.0   842.476868  263.775513         tracked
11        39.8   847.200256  277.565430         tracked
12        39.0   834.602661  270.310638         tracked
13        34.0  1151.174316  779.565247         tracked"
765,26.620188888,"   fixation id            x           y fixation status
0         56.0   812.055143  414.977143          during
1         55.0   695.443726  686.064392         tracked
2         53.0   810.184387  693.225281         tracked
3         52.0   815.408386  334.496185         tracked
4         49.0   692.573975  735.254639         tracked
5         45.0   828.539673  311.938660         tracked
6         43.0   823.228760  311.874207         tracked
7         42.0   716.115540  512.622131         tracked
8         41.0   846.992859  275.961151         tracked
9        40.75   830.966553  283.596619         tracked
10        40.0   850.737305  264.974854         tracked
11        39.8   855.457214  278.791901         tracked
12        39.0   842.832703  271.520813         tracked
13        34.0  1162.237305  794.008484         tracked"
766,26.653522222,"   fixation id            x           y fixation status
0         56.0   813.430286  415.762714          during
1         55.0   698.294922  699.386292         tracked
2         53.0   813.814209  706.796143         tracked
3         52.0   821.013245  344.292145         tracked
4         49.0   695.322571  748.639099         tracked
5         45.0   834.236816  320.371552         tracked
6         43.0   828.945862  320.309662         tracked
7         42.0   718.926697  523.981323         tracked
8         41.0   852.737244  284.406189         tracked
9        40.75   836.675964  292.013794         tracked
10        40.0   856.525391  273.331726         tracked
11        39.8   861.191040  287.244965         tracked
12        39.0   848.623779  279.887329         tracked
13        34.0  1172.460327  812.601624         tracked"
767,26.686866666,"   fixation id            x           y fixation status
0         56.0   824.838000  418.545000          during
1         55.0   699.231018  709.625000         tracked
2         53.0   815.983948  716.354492         tracked
3         52.0   822.086548  351.296448         tracked
4         49.0   696.329285  759.106323         tracked
5         45.0   835.564575  328.125885         tracked
6         43.0   830.251282  328.069336         tracked
7         42.0   719.104614  532.594299         tracked
8         41.0   854.036865  292.092407         tracked
9        40.75   837.985657  299.759979         tracked
10        40.0   857.851868  280.986206         tracked
11        39.8   862.499512  294.913269         tracked
12        39.0   849.952515  287.562805         tracked
13        34.0  1181.607178  826.107422         tracked"
768,26.720211111,"   fixation id            x           y fixation status
0         56.0   835.745571  405.296714          during
1         55.0   698.522461  713.319397         tracked
2         53.0   816.092712  718.974487         tracked
3         52.0   820.049500  352.467255         tracked
4         49.0   695.939331  762.928101         tracked
5         45.0   833.377319  329.487244         tracked
6         43.0   828.088501  329.425659         tracked
7         42.0   717.224060  535.359619         tracked
8         41.0   851.860779  293.384216         tracked
9        40.75   835.825500  301.098663         tracked
10        40.0   855.676025  282.218201         tracked
11        39.8   860.318359  296.216827         tracked
12        39.0   847.774231  288.837219         tracked
13        34.0  1189.109375  831.488831         tracked"
769,26.753555555,"   fixation id            x           y fixation status
0         56.0   826.095000  392.545714          during
1         55.0   695.786133  712.554382         tracked
2         53.0   814.233521  717.551880         tracked
3         52.0   816.088562  348.205841         tracked
4         49.0   693.393494  762.229797         tracked
5         45.0   829.335571  324.703308         tracked
6         43.0   824.050110  324.641144         tracked
7         42.0   713.866394  533.492432         tracked
8         41.0   847.836548  288.593903         tracked
9        40.75   831.782898  296.294006         tracked
10        40.0   851.649536  277.386932         tracked
11        39.8   856.281616  291.417664         tracked
12        39.0   843.742188  284.020905         tracked
13        34.0  1194.568115  832.972717         tracked"
770,26.7869,"   fixation id            x           y fixation status
0         56.0   818.308167  385.872667          during
1         55.0   689.875122  709.924194         tracked
2         53.0   809.728210  713.917908         tracked
3         52.0   810.196960  341.009430         tracked
4         49.0   687.720886  759.675842         tracked
5         45.0   823.450134  317.117554         tracked
6         43.0   818.159668  317.055664         tracked
7         42.0   708.218018  528.718628         tracked
8         41.0   841.956726  280.968262         tracked
9        40.75   825.887390  288.720093         tracked
10        40.0   845.807129  269.718872         tracked
11        39.8   850.406250  283.825592         tracked
12        39.0   837.881470  276.390442         tracked
13        34.0  1197.250122  832.484802         tracked"
771,26.820233333,"   fixation id            x           y fixation status
0         56.0   809.167429  383.434000          during
1         55.0   681.938538  707.358521         tracked
2         53.0   803.072266  710.443115         tracked
3         52.0   801.743958  332.771637         tracked
4         49.0   680.049011  757.212585         tracked
5         45.0   814.931030  308.874939         tracked
6         43.0   809.640320  308.812408         tracked
7         42.0   699.329224  523.340942         tracked
8         41.0   833.410095  272.669250         tracked
9        40.75   817.349915  280.443298         tracked
10        40.0   837.261902  261.335938         tracked
11        39.8   841.887390  275.538452         tracked
12        39.0   829.338745  268.080536         tracked
13        34.0  1198.848145  831.500061         tracked"
772,26.853577777,"   fixation id            x           y fixation status
0         56.0   796.414000  383.027000          during
1         55.0   675.980469  707.851685         tracked
2         53.0   798.033142  710.040100         tracked
3         52.0   793.933777  326.694275         tracked
4         49.0   674.390686  757.825256         tracked
5         45.0   807.139893  302.744720         tracked
6         43.0   801.846985  302.687744         tracked
7         42.0   691.014587  520.191528         tracked
8         41.0   825.630859  266.496704         tracked
9        40.75   809.575989  274.302551         tracked
10        40.0   829.513550  255.101120         tracked
11        39.8   834.098206  269.383575         tracked
12        39.0   821.542725  261.899963         tracked
13        34.0  1203.363892  832.390015         tracked"
773,26.886922222,"   fixation id            x           y fixation status
0         56.0   793.045833  382.555167          during
1         55.0   673.492920  711.872375         tracked
2         53.0   797.070923  713.129578         tracked
3         52.0   788.768066  323.698944         tracked
4         49.0   672.224854  761.935120         tracked
5         45.0   801.978333  299.464020         tracked
6         43.0   796.678894  299.410400         tracked
7         42.0   685.779907  521.571655         tracked
8         41.0   820.440674  263.189209         tracked
9        40.75   804.392944  271.033569         tracked
10        40.0   824.328613  251.743042         tracked
11        39.8   828.928101  266.102997         tracked
12        39.0   816.316101  258.573547         tracked
13        34.0  1212.369019  834.819824         tracked"
774,26.920266666,"   fixation id            x           y fixation status
0         56.0   786.824571  382.465714             end
1         55.0   672.967834  717.230896         tracked
2         53.0   797.628479  717.470581         tracked
3         52.0   785.593994  322.696594         tracked
4         49.0   672.041626  767.354492         tracked
5         45.0   798.752075  298.172913         tracked
6         43.0   793.429382  298.129822         tracked
7         42.0   683.229858  525.749939         tracked
8         41.0   817.201355  261.896606         tracked
9        40.75   801.159119  269.756714         tracked
10        40.0   821.077637  250.270172         tracked
11        39.8   825.695740  264.822754         tracked
12        39.0   813.060364  257.180115         tracked
13        34.0  1223.743408  837.459473         tracked"
775,26.953611111,"   fixation id            x           y fixation status
0         57.0   784.715714  325.575286           start
2         55.0   672.411804  722.638611         tracked
3         53.0   798.032104  722.199951         tracked
4         52.0   783.649719  321.881134         tracked
5         49.0   671.659790  772.814758         tracked
6         45.0   796.854553  296.993286         tracked
7         43.0   791.527222  296.955231         tracked
8         42.0   681.554932  529.755859         tracked
9         41.0   815.300354  260.692505         tracked
10       40.75   799.260986  268.546570         tracked
11        40.0   819.148499  248.910614         tracked
12        39.8   823.793213  263.614258         tracked
13        39.0   811.150024  255.936508         tracked
14        34.0  1235.511475  841.635071         tracked"
776,26.986955555,"   fixation id            x           y fixation status
0         57.0   781.265833  311.411333          during
1         55.0   670.174683  728.879944         tracked
2         53.0   797.272156  728.073425         tracked
3         52.0   782.541138  321.923584         tracked
4         49.0   669.473633  779.097717         tracked
5         45.0   795.759033  296.929749         tracked
6         43.0   790.414185  296.894989         tracked
7         42.0   679.378357  534.009949         tracked
8         41.0   814.200684  260.600159         tracked
9        40.75   798.165527  268.454956         tracked
10        40.0   818.057556  248.658859         tracked
11        39.8   822.694946  263.519684         tracked
12        39.0   810.053345  255.803589         tracked
13        34.0  1246.077026  849.602905         tracked"
777,27.020288888,"   fixation id            x           y fixation status
0         57.0   773.025429  308.394143          during
1         55.0   664.784058  734.296448         tracked
2         53.0   793.819031  732.859558         tracked
3         52.0   779.856750  322.143890         tracked
4         49.0   664.156494  784.558716         tracked
5         45.0   793.070740  297.038147         tracked
6         43.0   787.736145  296.999695         tracked
7         42.0   675.066833  537.529114         tracked
8         41.0   811.533813  260.707397         tracked
9        40.75   795.496887  268.584045         tracked
10        40.0   815.394287  248.579468         tracked
11        39.8   820.010742  263.635834         tracked
12        39.0   807.372681  255.874878         tracked
13        34.0  1253.519043  856.272827         tracked"
778,27.053633333,"   fixation id            x           y fixation status
0         57.0   769.010429  301.791143          during
1         55.0   655.895996  736.406494         tracked
2         53.0   785.773865  733.972534         tracked
3         52.0   771.660889  318.939362         tracked
4         49.0   655.542358  786.730713         tracked
5         45.0   785.050781  293.756592         tracked
6         43.0   779.723083  293.676880         tracked
7         42.0   666.440674  538.279297         tracked
8         41.0   803.565552  257.386963         tracked
9        40.75   787.493408  265.266296         tracked
10        40.0   807.457825  245.175980         tracked
11        39.8   812.014587  260.312317         tracked
12        39.0   799.395203  252.564270         tracked
13        34.0  1257.908691  857.827209         tracked"
779,27.086977777,"   fixation id            x           y fixation status
0         57.0   760.709333  294.408000          during
1         55.0   643.536926  738.205200         tracked
2         53.0   775.369446  734.094727         tracked
3         52.0   757.145752  313.903687         tracked
4         49.0   643.578125  788.579102         tracked
5         45.0   770.725342  288.347534         tracked
6         43.0   765.322266  288.253906         tracked
7         42.0   652.731750  538.223511         tracked
8         41.0   789.252075  252.002289         tracked
9        40.75   773.184204  259.901581         tracked
10        40.0   793.124023  239.761002         tracked
11        39.8   797.727356  254.938156         tracked
12        39.0   785.072327  247.149185         tracked
13        34.0  1259.602539  858.283813         tracked"
780,27.120322222,"   fixation id            x           y fixation status
0         57.0   750.065429  289.784714          during
1         55.0   630.084290  741.721191         tracked
2         53.0   763.755249  736.259521         tracked
3         52.0   741.796875  309.973938         tracked
4         49.0   630.636719  792.084656         tracked
5         45.0   755.490173  284.141937         tracked
6         43.0   750.061279  284.085632         tracked
7         42.0   637.273865  538.747314         tracked
8         41.0   773.995300  247.788666         tracked
9        40.75   757.936951  255.689529         tracked
10        40.0   777.841614  235.478134         tracked
11        39.8   782.463989  250.720993         tracked
12        39.0   769.809814  242.935120         tracked
13        34.0  1260.301880  863.803223         tracked"
781,27.153666666,"   fixation id            x           y fixation status
0         57.0   743.419143  287.190857          during
1         55.0   618.681335  743.989502         tracked
2         53.0   753.074524  738.219604         tracked
3         52.0   730.682800  307.450623         tracked
4         49.0   619.439514  794.399841         tracked
5         45.0   744.039551  281.273865         tracked
6         43.0   738.738708  281.225342         tracked
7         42.0   623.455444  539.961182         tracked
8         41.0   762.532959  244.908890         tracked
9        40.75   746.481689  252.819626         tracked
10        40.0   766.417908  232.570465         tracked
11        39.8   770.964661  247.844360         tracked
12        39.0   758.345337  240.052124         tracked
13        34.0  1262.745728  872.869568         tracked"
782,27.187,"   fixation id            x           y fixation status
0         57.0   741.803833  277.132667          during
1         55.0   611.971375  742.616577         tracked
2         53.0   748.756470  736.609985         tracked
3         52.0   725.366516  302.417755         tracked
4         49.0   612.815735  793.067139         tracked
5         45.0   738.803711  275.455383         tracked
6         43.0   733.527710  275.398682         tracked
7         42.0   614.790466  535.892822         tracked
8         41.0   757.275391  239.069550         tracked
9        40.75   741.230652  246.984909         tracked
10        40.0   761.167114  226.718079         tracked
11        39.8   765.702454  242.003799         tracked
12        39.0   753.090515  234.217682         tracked
13        34.0  1269.127686  880.940247         tracked"
783,27.220344444,"   fixation id            x           y fixation status
0         57.0   740.714714  271.330143          during
1         55.0   610.860779  739.450867         tracked
2         53.0   749.453613  733.165466         tracked
3         52.0   724.778625  294.152466         tracked
4         49.0   611.908264  790.011597         tracked
5         45.0   738.346680  266.831787         tracked
6         43.0   733.073547  266.778137         tracked
7         42.0   612.507568  529.635986         tracked
8         41.0   756.849548  230.404678         tracked
9        40.75   740.805847  238.324356         tracked
10        40.0   760.744873  218.025391         tracked
11        39.8   765.248047  233.343826         tracked
12        39.0   752.663025  225.568207         tracked
13        34.0  1280.897461  887.657349         tracked"
784,27.253688888,"   fixation id            x           y fixation status
0         57.0   743.601143  257.045286             end
1         55.0   613.757935  737.313843         tracked
2         53.0   753.344788  730.899475         tracked
3         52.0   728.414001  285.921539         tracked
4         49.0   614.941467  787.955750         tracked
5         45.0   742.002441  258.551941         tracked
6         43.0   736.701660  258.499756         tracked
7         42.0   615.147705  524.671204         tracked
8         41.0   760.495850  222.135605         tracked
9        40.75   744.448364  230.066315         tracked
10        40.0   764.382324  209.741791         tracked
11        39.8   768.917786  225.082809         tracked
12        39.0   756.302002  217.283066         tracked
13        34.0  1297.766479  895.420593         tracked"
785,27.287033333,"    fixation id            x           y fixation status
1         57.00   749.912048  251.129959         tracked
2         55.00   618.253601  738.081787         tracked
3         53.00   759.775818  731.528625         tracked
4         52.00   734.817444  279.782745         tracked
5         49.00   619.402710  788.853088         tracked
6         45.00   748.303284  252.642273         tracked
7         43.00   742.951965  252.579315         tracked
8         42.00   619.813293  522.459961         tracked
9         41.00   766.820312  216.208496         tracked
10        40.75   750.771667  224.143890         tracked
11        40.00   770.711060  203.795746         tracked
12        39.80   775.251465  219.156403         tracked
13        39.00   762.631775  211.355789         tracked
14        34.00  1316.514648  904.856873         tracked"
786,27.320377777,"    fixation id            x           y fixation status
1         57.00   756.513794  247.174393         tracked
2         55.00   621.755859  741.174927         tracked
3         53.00   765.464355  734.626953         tracked
4         52.00   741.297974  275.850586         tracked
5         49.00   622.817078  791.997375         tracked
6         45.00   754.916016  248.685471         tracked
7         43.00   749.534058  248.605164         tracked
8         42.00   623.895996  521.943970         tracked
9         41.00   773.423950  212.247559         tracked
10        40.75   757.367188  220.186722         tracked
11        40.00   777.311523  199.822235         tracked
12        39.80   781.891785  215.197220         tracked
13        39.00   769.232361  207.386780         tracked
14        34.00  1334.772583  915.683716         tracked"
787,27.353722222,"    fixation id            x           y fixation status
1         57.00   762.689087  245.098480         tracked
2         55.00   623.329956  745.677551         tracked
3         53.00   769.523804  739.401611         tracked
4         52.00   747.386841  273.925079         tracked
5         49.00   624.268982  796.589478         tracked
6         45.00   761.080811  246.597412         tracked
7         43.00   755.679260  246.483719         tracked
8         42.00   626.628479  522.844604         tracked
9         41.00   779.605713  210.167587         tracked
10        40.75   763.542542  218.112656         tracked
11        40.00   783.487854  197.730469         tracked
12        39.80   788.068542  213.124298         tracked
13        39.00   775.408203  205.292175         tracked
14        34.00  1352.114136  928.830933         tracked"
788,27.387055555,"   fixation id            x           y fixation status
0         58.0   760.688667  747.751000           start
1         57.0   767.249634  242.940186         tracked
2         55.0   622.619995  750.402283         tracked
3         53.0   771.141418  744.344238         tracked
4         52.0   751.749939  271.908508         tracked
5         49.0   623.296875  801.354431         tracked
6         45.0   765.663879  244.419647         tracked
7         43.0   760.220276  244.295883         tracked
8         42.0   627.152283  524.216675         tracked
9         41.0   784.164734  208.005753         tracked
10       40.75   768.106567  215.957748         tracked
11        40.0   788.059204  195.539398         tracked
12        39.8   792.659241  210.967758         tracked
13        39.0   779.982849  203.117050         tracked
14        34.0  1368.012329  941.662170         tracked"
789,27.4204,"   fixation id            x           y fixation status
0         58.0   767.537857  748.992000          during
1         57.0   769.689453  241.020660         tracked
2         55.0   619.130188  755.529846         tracked
3         53.0   770.077637  749.846558         tracked
4         52.0   753.970398  270.062622         tracked
5         49.0   619.615723  806.546082         tracked
6         45.0   768.077454  242.509262         tracked
7         43.0   762.639038  242.359726         tracked
8         42.0   625.670959  526.064026         tracked
9         41.0   786.602356  206.084351         tracked
10       40.75   770.539368  214.039505         tracked
11        40.0   790.491760  193.611572         tracked
12        39.8   795.090332  209.052475         tracked
13        39.0   782.406555  201.191193         tracked
14        34.0  1382.132935  954.645569         tracked"
790,27.453744444,"   fixation id            x           y fixation status
0         58.0   767.089429  746.535714          during
1         57.0   769.663269  239.058304         tracked
2         55.0   612.709839  761.105347         tracked
3         53.0   766.152832  756.044800         tracked
4         52.0   753.805237  268.238525         tracked
5         49.0   612.916382  812.183838         tracked
6         45.0   768.057800  240.554504         tracked
7         43.0   762.573853  240.380203         tracked
8         42.0   621.553467  527.975830         tracked
9         41.0   786.584167  204.121384         tracked
10       40.75   770.508118  212.077301         tracked
11        40.0   790.478516  191.637207         tracked
12        39.8   795.107910  207.097443         tracked
13        39.0   782.392700  199.223785         tracked
14        34.0  1394.732300  970.113281         tracked"
791,27.487088888,"   fixation id            x           y fixation status
0         58.0   768.495333  742.800500          during
1         57.0   768.093628  237.214294         tracked
2         55.0   604.867920  765.728882         tracked
3         53.0   761.109863  760.805115         tracked
4         52.0   752.045471  266.563293         tracked
5         49.0   605.014404  816.883850         tracked
6         45.0   766.504761  238.747955         tracked
7         43.0   760.944214  238.533966         tracked
8         42.0   615.680542  529.655518         tracked
9         41.0   785.029968  202.283752         tracked
10       40.75   768.951843  210.234039         tracked
11        40.0   788.943970  189.791122         tracked
12        39.8   793.597168  205.267395         tracked
13        39.0   780.864136  197.388245         tracked
14        34.0  1405.679321  985.598206         tracked"
792,27.520433333,"   fixation id            x            y fixation status
0         58.0   769.335571   740.456857          during
1         57.0   765.885132   232.347672         tracked
2         55.0   597.664917   767.188965         tracked
3         53.0   756.380798   762.403992         tracked
4         52.0   749.730957   262.133392         tracked
5         49.0   597.749084   818.379517         tracked
6         45.0   764.281067   234.067841         tracked
7         43.0   758.687378   233.805313         tracked
8         42.0   609.238220   528.696533         tracked
9         41.0   782.831055   197.402893         tracked
10       40.75   766.737610   205.347397         tracked
11        40.0   786.735168   184.886902         tracked
12        39.8   791.408508   200.393936         tracked
13        39.0   778.656616   192.502502         tracked
14        34.0  1417.158325  1000.052429         tracked"
793,27.553777777,"   fixation id            x            y fixation status
0         58.0   773.635714   744.158714          during
1         57.0   765.368347   223.674927         tracked
2         55.0   592.741211   763.519409         tracked
3         53.0   754.111938   759.227844         tracked
4         52.0   748.942993   254.079071         tracked
5         49.0   592.789490   814.747986         tracked
6         45.0   763.746765   225.965546         tracked
7         43.0   758.062927   225.822495         tracked
8         42.0   604.698853   523.183472         tracked
9         41.0   782.373108   187.527390         tracked
10       40.75   766.277405   195.494904         tracked
11        40.0   786.275146   174.921555         tracked
12        39.8   791.008850   190.546478         tracked
13        39.0   778.197876   182.596451         tracked
14        34.0  1431.355957  1015.477234         tracked"
794,27.587111111,"   fixation id            x            y fixation status
0         58.0   781.154286   746.451857          during
1         57.0   769.496277   210.926575         tracked
2         55.0   591.847351   757.087891         tracked
3         53.0   756.001953   753.337280         tracked
4         52.0   752.652649   241.324219         tracked
5         49.0   591.726257   808.389099         tracked
6         45.0   767.832153   213.208603         tracked
7         43.0   762.091370   213.084579         tracked
8         42.0   604.899109   512.927856         tracked
9         41.0   786.609863   174.419128         tracked
10       40.75   770.493347   182.387894         tracked
11        40.0   790.513794   161.757385         tracked
12        39.8   795.253174   177.427353         tracked
13        39.0   782.427307   169.490036         tracked
14        34.0  1443.904297  1034.394043         tracked"
795,27.620455555,"   fixation id            x            y fixation status
0         58.0   783.296286   741.107286             end
1         57.0   776.521667   198.893188         tracked
2         55.0   593.105835   753.751648         tracked
3         53.0   759.578430   750.409241         tracked
4         52.0   759.454956   229.443436         tracked
5         49.0   592.836304   805.150696         tracked
6         45.0   774.858093   201.134048         tracked
7         43.0   769.053284   200.904587         tracked
8         42.0   607.633911   504.257233         tracked
9         41.0   793.510132   163.042221         tracked
10       40.75   777.368774   170.998611         tracked
11        40.0   797.381165   150.498260         tracked
12        39.8   802.194458   166.067474         tracked
13        39.0   789.329102   158.111923         tracked
14        34.0  1462.600586  1055.269287         tracked"
796,27.6538,"   fixation id            x            y fixation status
0         59.0   723.063714   715.347429           start
1         58.0   783.349426   741.098877         tracked
2         57.0   781.600525   189.770889         tracked
3         55.0   594.793823   753.824280         tracked
4         53.0   763.257507   750.137512         tracked
5         52.0   764.638977   220.427597         tracked
6         49.0   594.714233   805.339966         tracked
7         45.0   779.953308   191.928787         tracked
8         43.0   774.117798   191.558990         tracked
9         42.0   609.264099   500.018433         tracked
10        41.0   798.482788   154.433334         tracked
11       40.75   782.329712   162.365662         tracked
12        40.0   802.322083   141.994705         tracked
13        39.8   807.193665   157.475250         tracked
14        39.0   794.307739   149.505859         tracked
15        34.0  1483.300293  1074.759644         tracked"
797,27.687144444,"   fixation id            x            y fixation status
0         59.0   707.688571   698.858000          during
1         58.0   793.295227   738.147339         tracked
2         57.0   784.017517   180.959763         tracked
3         55.0   596.823975   752.349121         tracked
4         53.0   767.736877   747.712769         tracked
5         52.0   767.038269   211.845490         tracked
6         49.0   596.935730   803.938782         tracked
7         45.0   782.341919   183.258179         tracked
8         43.0   776.466614   182.887909         tracked
9         42.0   610.331360   495.897583         tracked
10        41.0   800.998352   144.897842         tracked
11       40.75   784.849792   152.823593         tracked
12        40.0   804.870178   132.315140         tracked
13        39.8   809.834900   147.929291         tracked
14        39.0   796.842285   139.963806         tracked
15        34.0  1501.586792  1090.372925         tracked"
798,27.720488888,"   fixation id            x            y fixation status
0         59.0   715.108143   689.242429          during
1         58.0   787.121460   733.802917         tracked
2         57.0   786.069092   169.233643         tracked
3         55.0   598.466003   748.104431         tracked
4         53.0   771.279663   742.656677         tracked
5         52.0   769.004028   200.262283         tracked
6         49.0   598.711121   799.837097         tracked
7         45.0   784.367981   171.556152         tracked
8         43.0   778.434937   171.171341         tracked
9         42.0   610.861023   489.155792         tracked
10        41.0   803.169312   132.195679         tracked
11       40.75   786.992676   140.123413         tracked
12        40.0   807.078918   119.366631         tracked
13        39.8   812.140625   135.205200         tracked
14        39.0   799.012329   127.262375         tracked
15        34.0  1523.031006  1108.806641         tracked"
